code,tipo,marca,modelo,variante,motor,originalpw,modifiedpw,gainpw,maxgainpw,maxgainrpm,originaltorque,modtorque,obd,stg1,acc,ron,vmx,cat,egr,dpf,imm,swr,ms,cat,pricestg1,pricestg2,dtcdecategronly,pricecombo,dpfonly,dpfcombo,dealerpricestg1,dealerpricestg2,dealerdtcdecategronly,dealerpricecombo,dealerdpfonly,dealerdfpcombo,kess,ktag,web
538,AUTO / UTIL,BMW,SERIE 1 F20 LCI 120i,,16T N13,174,210,36,44,6100,250,296,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,629,1355 679,https://dataracing.com.ar/cars/bmw-120i-320i-1-6t-174-hp-n13/
540,AUTO / UTIL,BMW,SERIE 1 F20 LCI 120i,,20t B48 192hp,192,250,58,57,5900,280,328,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,702,1401,
542,AUTO / UTIL,BMW,SERIE 1 F20 LCI 140i,,30T B58 ,340,400,60,65,4800,500,600,1,1,1,1,1,1,0,0,0,0,0,TN6,59900,69900,22900,11450,0,0,17970,20970,6870,3435,0,0,702,1419,
514,AUTO / UTIL,BMW,SERIE 2 F21,,M2,370,410,40,45,5700,465,528,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,629,1357 678,
534,AUTO / UTIL,BMW,SERIE 2 F22,,2.0t n20,184,255,71,74,5900,270,379,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,629,1355 679,https://dataracing.com.ar/cars/bmw-328i-428i-x1-2-0t-245-hp-n20/
539,AUTO / UTIL,BMW,SERIE 2 F 235I,,135i 235i 335i 435i N55 Fxx,306,355,49,50,4500,400,525,1,1,1,1,1,1,0,0,0,0,0,TN5,44900,54900,19900,9950,0,0,13470,16470,5970,2985,0,0,629,1356 679,
540,AUTO / UTIL,BMW,SERIE 2 F 220i,,20t B48 192hp,192,250,58,57,5900,280,328,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,702,1401,
542,AUTO / UTIL,BMW,SERIE 2 F 240i,,30T B58 ,340,400,60,65,4800,500,600,1,1,1,1,1,1,0,0,0,0,0,TN6,59900,69900,22900,11450,0,0,17970,20970,6870,3435,0,0,702,1419,
511,AUTO / UTIL,BMW,SERIE 3 E36,,318i,115,123,8,0,0,162,0,1,1,1,1,1,1,0,0,0,0,0,A3,18900,21900,12900,6450,0,0,5670,6570,3870,1935,0,0,250,x,
533,AUTO / UTIL,BMW,SERIE 3 E36,,2.0td,90,115,25,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,x,x,
512,AUTO / UTIL,BMW,SERIE 3 E36,,323i,170,185,15,16,4900,245,269,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,145,x,
513,AUTO / UTIL,BMW,SERIE 3 E36,,325i,192,211,19,22,6300,250,279,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,145,x,
515,AUTO / UTIL,BMW,SERIE 3 E46,,320d,136,166,30,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,50,x,
516,AUTO / UTIL,BMW,SERIE 3 E46,,320i,170,190,20,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,A3,18900,21900,12900,6450,0,0,5670,6570,3870,1935,0,0,59,x,
513,AUTO / UTIL,BMW,SERIE 3 E46,,325i,192,211,19,22,6300,250,279,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,145,x,
517,AUTO / UTIL,BMW,SERIE 3 E46,,328i,193,210,17,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,60,x,
518,AUTO / UTIL,BMW,SERIE 3 E46,,330i,228,244,16,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,59,x,
519,AUTO / UTIL,BMW,SERIE 3 E46,,M3,343,360,17,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,132,x,
504,AUTO / UTIL,BMW,SERIE 3 E90,,120d 320d,177,215,38,38,4100,350,423,0,1,1,0,1,0,1,1,0,1,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,215 692,1208 154,https://dataracing.com.ar/cars/bmw-120d-320d-x1-2-0d-177-hp-n47/
503,AUTO / UTIL,BMW,SERIE 3 E90,,120i 320i,168,178,15,15,5100,210,222,0,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,202,991,https://dataracing.com.ar/cars/bmw-120i-3320-i-2-0l-163-hp/
520,AUTO / UTIL,BMW,SERIE 3 E90,,323i,177,192,15,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,145,x,
505,AUTO / UTIL,BMW,SERIE 3 E90,,125i 325i,218,236,18,18,6600,250,261,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,202,990,https://dataracing.com.ar/cars/bmw-125i-325i-3-0l-218-hp-n53/
506,AUTO / UTIL,BMW,SERIE 3 E90,,130i 330i,265,280,15,20,5800,310,331,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,202,986,https://dataracing.com.ar/cars/bmw-130i-330i-3-0l-265-hp-n53/
521,AUTO / UTIL,BMW,SERIE 3 E90,,330d,245,290,45,48,4200,520,620,1,1,1,0,1,0,1,1,0,0,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,164,100,
507,AUTO / UTIL,BMW,SERIE 3 E90,,135i 335i N54,306,355,49,50,4500,400,525,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,202,986,https://dataracing.com.ar/cars/bmw-135i-335i-3-0tt-306-hp-n54/
522,AUTO / UTIL,BMW,SERIE 3 E90,,M3,420,440,20,19,4600,500,602,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,205,117,
534,AUTO / UTIL,BMW,SERIE 3 F 320i,,2.0t n20,184,255,71,74,5900,270,379,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,629,1355 679,https://dataracing.com.ar/cars/bmw-328i-428i-x1-2-0t-245-hp-n20/
510,AUTO / UTIL,BMW,SERIE 3 F 328i,,28i N20 245HP,245,290,45,45,5100,350,427,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,629,1355 679,
541,AUTO / UTIL,BMW,SERIE 3 F 330i,,20T B48 252HP,252,287,35,37,4900,350,450,1,1,1,1,1,1,0,0,0,0,0,TN5,44900,54900,19900,9950,0,0,13470,16470,5970,2985,0,0,702,1419,
542,AUTO / UTIL,BMW,SERIE 3 F 340i,,30T B58 ,340,400,60,65,4800,500,600,1,1,1,1,1,1,0,0,0,0,0,TN6,59900,69900,22900,11450,0,0,17970,20970,6870,3435,0,0,702,1419,
510,AUTO / UTIL,BMW,SERIE 4 F 428i,,28i N20 245HP,245,290,45,45,5100,350,427,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,629,1355 679,
541,AUTO / UTIL,BMW,SERIE 4 F 430i,,20T B48 252HP,252,287,35,37,4900,350,450,1,1,1,1,1,1,0,0,0,0,0,TN5,44900,54900,19900,9950,0,0,13470,16470,5970,2985,0,0,702,1419,
542,AUTO / UTIL,BMW,SERIE 4 F 440i,,30T B58 ,340,400,60,65,4800,500,600,1,1,1,1,1,1,0,0,0,0,0,TN6,59900,69900,22900,11450,0,0,17970,20970,6870,3435,0,0,702,1419,
525,AUTO / UTIL,BMW,SERIE 5 E69,,4.4i,286,308,22,29,4600,440,470,1,1,1,1,1,1,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148,604,
504,AUTO / UTIL,BMW,SERIE 5 E60,,120d 320d,177,215,38,38,4100,350,423,0,1,1,0,1,0,1,1,0,1,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,215 692,1208 154,https://dataracing.com.ar/cars/bmw-120d-320d-x1-2-0d-177-hp-n47/
521,AUTO / UTIL,BMW,SERIE 5 E60,,330d,245,290,45,48,4200,520,620,1,1,1,0,1,0,1,1,0,0,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,164,100,
521,AUTO / UTIL,BMW,SERIE 5 E60,,330d,245,290,45,48,4200,520,620,1,1,1,0,1,0,1,1,0,0,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,164,100,
536,AUTO / UTIL,BMW,SERIE 5 F10,,530d n57,255,310,55,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,TD4,35900,35900,19900,4975,24900,12450,10770,10770,5970,1492.5,7470,3735,628,1184 670,
524,AUTO / UTIL,BMW,SERIE 5 E60,,M5 V10,507,525,18,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,205,x,
524,AUTO / UTIL,BMW,SERIE 6 E63,,M5 V10,507,525,18,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,205,x,
504,AUTO / UTIL,BMW,11,,120d 320d,177,215,38,38,4100,350,423,0,1,1,0,1,0,1,1,0,1,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,215 692,1208 154,https://dataracing.com.ar/cars/bmw-120d-320d-x1-2-0d-177-hp-n47/
540,AUTO / UTIL,BMW,11 F 20i,,20t B48 192hp,192,250,58,57,5900,280,328,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,702,1401,
504,AUTO / UTIL,BMW,13,,120d 320d,177,215,38,38,4100,350,423,0,1,1,0,1,0,1,1,0,1,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,215 692,1208 154,https://dataracing.com.ar/cars/bmw-120d-320d-x1-2-0d-177-hp-n47/
505,AUTO / UTIL,BMW,13,,125i 325i,218,236,18,18,6600,250,261,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,202,990,https://dataracing.com.ar/cars/bmw-125i-325i-3-0l-218-hp-n53/
506,AUTO / UTIL,BMW,13,,130i 330i,265,280,15,20,5800,310,331,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,202,986,https://dataracing.com.ar/cars/bmw-130i-330i-3-0l-265-hp-n53/
521,AUTO / UTIL,BMW,15,,330d,245,290,45,48,4200,520,620,1,1,1,0,1,0,1,1,0,0,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,164,100,
521,AUTO / UTIL,BMW,15,,330d,245,290,45,48,4200,520,620,1,1,1,0,1,0,1,1,0,0,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,164,100,
525,AUTO / UTIL,BMW,15,,4.4i,286,308,22,29,4600,440,470,1,1,1,1,1,1,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148,604,
527,AUTO / UTIL,BMW,15,,M V8 Bi Turbo,555,600,45,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202,x,
521,AUTO / UTIL,BMW,15,,330d,245,290,45,48,4200,520,620,1,1,1,0,1,0,1,1,0,0,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,164,100,
529,AUTO / UTIL,BMW,15,,3.0i,258,270,12,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202,986,
527,AUTO / UTIL,BMW,16,,M V8 Bi Turbo,555,600,45,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202,x,
508,AUTO / UTIL,BMW,16,,135i 335i N55,306,355,49,50,4500,400,525,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,695,1351 215,https://dataracing.com.ar/cars/bmw-135i-335i-x5-x6-3-0t-306-hp-n55/
530,AUTO / UTIL,BMW,16,,50i,407,460,53,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202,989,
531,AUTO / UTIL,BMW,Serie Z,,1.9l,118,126,8,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,249,x,
517,AUTO / UTIL,BMW,Serie Z,,328i,193,210,17,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,60,x,
601,AUTO / UTIL,CHEVROLET,Astra,,2.0 8v,116,128,12,14,4900,170,187,1,1,0,1,1,0,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,26,x,
603,AUTO / UTIL,CHEVROLET,Astra,,2.0 DTI,100,125,25,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,25,x,
602,AUTO / UTIL,CHEVROLET,Astra,,2.4 16v,150,164,14,17,4900,228,267,1,1,1,1,1,0,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,x,224,
604,AUTO / UTIL,CHEVROLET,Corsa,,1.4l,94,102,8,10,6200,127,136,1,1,1,1,1,0,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,26,x,
605,AUTO / UTIL,CHEVROLET,Corsa,,1.6l 8v ,100,110,10,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,x,x,
606,AUTO / UTIL,CHEVROLET,Corsa,,1.8l,102,114,12,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,26,x,
607,AUTO / UTIL,CHEVROLET,Cruze,,1.8l,140,154,14,15,5200,176,199,1,1,1,1,1,0,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,306,333,
608,AUTO / UTIL,CHEVROLET,Cruze,,2.0vcdi,150,186,36,39,2800,320,388,1,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,95,74,
616,AUTO / UTIL,CHEVROLET,Cruze,,2.0vcdi,163,192,29,32,2800,360,438,1,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,373,1046 458,
615,AUTO / UTIL,CHEVROLET,Cruze,,1.4T,150,180,30,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,TN3,27900,31900,15900,7950,0,0,8370,9570,4770,2385,0,0,739,x,
608,AUTO / UTIL,CHEVROLET,Captiva,,2.0vcdi,150,186,36,39,2800,320,388,1,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,95,74,
616,AUTO / UTIL,CHEVROLET,Captiva,,2.0vcdi,163,192,29,32,2800,360,438,1,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,373,1046 458,
601,AUTO / UTIL,CHEVROLET,Vectra,,2.0 8v,116,128,12,14,4900,170,187,1,1,0,1,1,0,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,26,x,
602,AUTO / UTIL,CHEVROLET,Vectra,,2.4 16v,150,164,14,17,4900,228,267,1,1,1,1,1,0,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,x,224,
604,AUTO / UTIL,CHEVROLET,Celta,,1.4l,94,102,8,10,6200,127,136,1,1,1,1,1,0,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,26,x,
609,AUTO / UTIL,CHEVROLET,Celta,,1.0l,60,66,6,7,5200,81,88,1,1,0,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,20,x,
610,AUTO / UTIL,CHEVROLET,S10,,2.8TD,140,170,30,32,3100,347,397,0,1,1,0,1,0,1,0,1,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,17  1492,
611,AUTO / UTIL,CHEVROLET,S10 NUEVA,,2.8TD,200,240,40,42,3300,440,585,1,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,568,x,
611,AUTO / UTIL,CHEVROLET,TRAILBLAZER,,2.8TD,200,240,40,42,3300,440,585,1,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,568,x,
612,AUTO / UTIL,CHEVROLET,MONTANA,,1.8l,105,116,11,12,5100,161,178,1,1,1,1,1,0,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,380,465,
612,AUTO / UTIL,CHEVROLET,PRISMA,,1.8l,105,116,11,12,5100,161,178,1,1,1,1,1,0,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,380,465,
613,AUTO / UTIL,CHEVROLET,AGILE,,1.4L,92,100,8,8,4900,120,133,1,1,1,1,1,0,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,380,465,
613,AUTO / UTIL,CHEVROLET,ONI1,,1.4L,92,100,8,8,4900,120,133,1,1,1,1,1,0,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,380,465,
614,AUTO / UTIL,CHEVROLET,SONIC,,1.6L,115,125,10,11,4300,155,171,1,1,1,1,1,0,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,380,465,
701,AUTO / UTIL,CITROEN,Berlingo,,1.6HDI,92,125,33,34,3700,230,277,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,198,
702,AUTO / UTIL,CITROEN,Berlingo,,2.0HDI,90,120,30,33,3600,205,278,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,2,x,
704,AUTO / UTIL,CITROEN,C3,,1.6 16v,109,119,10,11,4700,147,162,1,1,1,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,74,25,
703,AUTO / UTIL,CITROEN,C4,,2.0HDI,110,135,25,33,3600,250,299,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,58,60,
704,AUTO / UTIL,CITROEN,C4,,1.6 16v,109,119,10,11,4700,147,162,1,1,1,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,74,25,
705,AUTO / UTIL,CITROEN,C4,,2.0l,140,154,14,15,5100,200,221,1,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,42 247,45,
705,AUTO / UTIL,CITROEN,C4 LAUNGE,,2.0l,140,154,14,15,5100,200,221,1,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,42 247,45,
706,AUTO / UTIL,CITROEN,C4 LAUNGE,,1.6HDI,115,142,27,28,3500,270,312,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,58,60,
707B,AUTO / UTIL,CITROEN,C4 LAUNGE,,1.6THP,163,185,22,24,5100,240,297,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,305,
713,AUTO / UTIL,CITROEN,C4 LAUNGE 2016,,1.6THP,165,200,35,47,4600,240,315,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,729 317,
708,AUTO / UTIL,CITROEN,C4 VTS,,2.0l,180,195,15,16,6900,202,222,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,37,46,
703,AUTO / UTIL,CITROEN,C5,,2.0HDI,110,135,25,33,3600,250,299,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,58,60,
707B,AUTO / UTIL,CITROEN,C5,,1.6THP,163,185,22,24,5100,240,297,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,305,
701,AUTO / UTIL,CITROEN,C-ELISSE,,1.6HDI,92,125,33,34,3700,230,277,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,198,
711,AUTO / UTIL,CITROEN,C-ELISSE,,1.6 16v,115,124,9,11,5600,152,165,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,214,196,
